nodeId,label,name,category,difficulty,cuisineType,prepTime,cookTime,servings,tips,filePath,description,stepNumber,methods,tools,timeEstimate
1f3872e17fa6d650,CookingStep,清蒸生蚝-步骤3,,,,,,,,,用右手拿着湿抹布掀开烫锅盖，将每个生蚝的外壳掀开一半去掉，生蚝的凸面向下，平面向上，每个放1根姜丝，10g蒜末放到生蚝上。,3,,抹布,
61cf05b5097fad13,CookingStep,清蒸生蚝-步骤4,,,,,,,,,关上烫锅盖，100%功率蒸3.5分钟。,4,蒸,,3.5分钟
5093910b6b569d9c,CookingStep,清蒸生蚝-步骤5,,,,,,,,,停火，用右手拿着抹布掀开烫锅盖，每个放5ml酱油。,5,,抹布,
26b69c73f14a85d5,CookingStep,清蒸生蚝-步骤6,,,,,,,,,盛盘。,6,,,
d23044499d5e537f,Recipe,清蒸鲈鱼,荤菜,中等,家常菜,,,,关键点在于火候，鱼的大小跟火候都会相关，大火蒸鱼一般是10分钟内较佳。 | 切记蒸鱼需要用筷子隔开装鱼的盘子，这样做的好处有两点：1、鱼在蒸的过程中会将水滴到盘子，如果鱼直接接触会导致鱼食用时会腥。2、能够将鱼均匀受热。,Dish/dinner and lunch/meat/清蒸鲈鱼.md,,,,,
83b998556cc93881,Ingredient,鲈鱼,,,,,,,,,,,,,
a5a896d3d1479d48,Ingredient,香葱,,,,,,,,,,,,,
24f958b6a5860bbb,Ingredient,蒸鱼豉油,,,,,,,,,,,,,
d3f2dac7db39a3a6,CookingStep,清蒸鲈鱼-步骤1,,,,,,,,,姜切片切丝、香葱的葱白切段，葱绿切丝，切丝后放入冷水浸泡备用。,1,,菜刀,
e61afcedc3c55747,CookingStep,清蒸鲈鱼-步骤2,,,,,,,,,鲈鱼处理好后洗净，用厨房纸擦干，两面分别划几刀，用盐洗掉鱼身的粘液，并用10g盐抹遍鱼身的内外，腌制10分钟以上。,2,腌制,厨房纸,10分钟
976d3298523eecb4,CookingStep,清蒸鲈鱼-步骤3,,,,,,,,,鱼肚内塞上姜和葱白，鱼身也撒上姜和葱白，量为备用的一半。蒸鱼的碟子用筷子将鱼跟碟子隔开蒸。,3,,碟子，筷子,
e3ed0e224fcfd94f,CookingStep,清蒸鲈鱼-步骤4,,,,,,,,,水烧热感觉到水温后放进入鱼。,4,,,
f62673b3eb54a928,CookingStep,清蒸鲈鱼-步骤5,,,,,,,,,大火清蒸10分钟。,5,蒸,,10分钟
150b81ecd671c094,CookingStep,清蒸鲈鱼-步骤6,,,,,,,,,蒸好的鱼，用干净的盘子装起来并去除身上姜蒜。,6,,盘子,
6927bf07ae8a9843,CookingStep,清蒸鲈鱼-步骤7,,,,,,,,,鱼身浇上15ml蒸鱼豉油。,7,,,
8e335339df5561a6,CookingStep,清蒸鲈鱼-步骤8,,,,,,,,,鱼身重新撒上姜和葱丝，锅内加上10ml食用油并烧热，将食用油淋至鱼身即可出菜。,8,淋油,锅,
1cdfa62341896e19,Recipe,糖醋里脊,荤菜,困难,家常菜,,,,里脊要多炸几遍，注意火候，否则达不到外焦里嫩的效果！,Dish/dinner and lunch/meat/糖醋里脊.md,,,,,
1abd563c4de67ef2,Ingredient,里脊肉,,,,,,,,,,,,,
89aa75a311e9eced,Ingredient,醋,,,,,,,,,,,,,
26ccb96ebf690e99,Ingredient,番茄酱,,,,,,,,,,,,,
9949b74f9bbcbda2,Ingredient,白胡椒粉,,,,,,,,,,,,,
d637cf980b3c2b5a,CookingStep,糖醋里脊-步骤1,,,,,,,,,腌肉：将猪里脊肉先切厚片，用刀背拍一拍，把肉拍松一点。切成一个手指头粗的条，加料酒，生抽，蚝油，食盐，白胡椒粉，一个鸡蛋，将肉用手抓匀，腌制20分钟以上。,1,腌制,刀,20分钟
53a01c77774eaadc,CookingStep,糖醋里脊-步骤2,,,,,,,,,调酱：番茄酱+10g醋+30g白糖+150ml清水，搅拌至糖融化，备用。,2,搅拌,,
6d0fe6d71fb2d85b,CookingStep,糖醋里脊-步骤3,,,,,,,,,裹粉：准备一个大碗，里面放淀粉，把每一根肉条都满满裹上淀粉。,3,,碗,
14b76b6fd28f1ff6,CookingStep,糖醋里脊-步骤4,,,,,,,,,炸制：油温160摄氏度下里脊，可以拿一个干筷子放在油里面试一下，周围冒小泡就可以下锅。炸到表面微黄可以捞出，全程中火。,4,炸,锅,
9d44c85cc148b74a,CookingStep,糖醋里脊-步骤5,,,,,,,,,复炸：等油温升高到200摄氏度，把里脊倒进去重新炸一次，只需40秒，表皮就会很脆，马上捞出。,5,炸,锅,40秒
1b70333f3519bf24,CookingStep,糖醋里脊-步骤6,,,,,,,,,裹酱：另外拿一个锅，锅里放底油，把调好的酱汁倒进去，煮到冒泡，把炸好的里脊放进去，翻炒，让每一根都裹上酱汁。关火盛出。,6,煮，炒,锅,
6516452c79f80d4b,Recipe,红烧鸡翅,荤菜,中等,家常菜,,40分钟,3-4人份,如果闻着有腥味，可以增加一倍香料用量。 | 鸡翅打花刀便于入味。 | 炒糖色时需注意火候，避免炒焦。,Dish/dinner and lunch/meat/红烧鸡翅.md,,,,,
f839268c41aa92a3,Ingredient,鸡翅,,,,,,,,,,,,,
e7f2652992a6ec8c,Ingredient,干辣椒,,,,,,,,,,,,,
4d88236423cbd7a7,Ingredient,白芝麻,,,,,,,,,,,,,
9d1e2307ea816d47,Ingredient,小葱花,,,,,,,,,,,,,
717f42445ecc2ca9,CookingStep,红烧鸡翅-步骤1,,,,,,,,,将鸡翅洗净。用刀在鸡翅厚处划三刀，背面扎一刀，便于入味。如果鸡翅不新鲜，可在打完花刀之后用姜水泡10-20分钟。,1,腌制,刀,
2917bdbbaed9986f,CookingStep,红烧鸡翅-步骤2,,,,,,,,,将姜片、葱段备好；大蒜用刀拍散；香叶、八角、干辣椒整理好备用。,2,准备,刀,
630998f0d57cc767,CookingStep,红烧鸡翅-步骤3,,,,,,,,,锅中加入清水没过所有鸡翅，冷水下锅放入处理好的鸡翅，加入20ml黄酒或料酒、2片姜片，开大火烧至沸腾，沸腾后保持大火继续煮2-3分钟，撇去浮沫。,3,焯水,锅,2-3分钟
a921dc5e35cf6939,CookingStep,红烧鸡翅-步骤4,,,,,,,,,煮好后将鸡翅捞出，用温水清洗2遍，彻底去除血沫，控干水分备用。,4,清洗,,
10730f950af38438,CookingStep,红烧鸡翅-步骤5,,,,,,,,,另起锅，开火烧热后放入食用油。待油温至5成热，加入冰糖，开大火将冰糖熬至完全融化，冰糖融化变色后转小火，继续炒至冰糖呈枣红色。,5,炒,锅,
76aaa2051fdda7d1,CookingStep,红烧鸡翅-步骤6,,,,,,,,,立即放入控干水分的鸡翅，快速翻炒1-2分钟，使每只鸡翅均匀裹上糖色。,6,炒,锅,1-2分钟
9ed943063c1f1b05,CookingStep,红烧鸡翅-步骤7,,,,,,,,,加入准备好的香叶、八角、干辣椒、姜片、葱段、拍散的大蒜，继续煸炒30秒至香料香味完全释放。,7,炒,锅,30秒
7d71a871ab423441,CookingStep,红烧鸡翅-步骤8,,,,,,,,,沿锅边淋入15ml料酒或黄酒，15ml生抽，快速翻炒10秒。,8,炒,锅,10秒
0da6e724f3a9feec,CookingStep,红烧鸡翅-步骤9,,,,,,,,,加入温水（水温约50-60℃），水量以稍微没过所有鸡翅为准。加入老抽、盐、白糖、胡椒粉，用炒勺轻轻搅拌均匀。,9,炖煮,"锅,炒勺",
3096d2d944f2f2a8,CookingStep,红烧鸡翅-步骤10,,,,,,,,,盖上锅盖，开中火烧煮7-8分钟。,10,炖煮,锅,7-8分钟
83d1797c78dfa12c,CookingStep,红烧鸡翅-步骤11,,,,,,,,,打开锅盖，用筷子将锅中的香叶、八角、姜片、葱段、大蒜捡出丢弃。,11,,筷子,
384b265dab4b7044,CookingStep,红烧鸡翅-步骤12,,,,,,,,,转大火，保持不断翻炒，将汤汁烧至粘稠状态（约1-2分钟）。,12,收汁,锅,1-2分钟
6290d9ad5e6ba8ec,CookingStep,红烧鸡翅-步骤13,,,,,,,,,关火，将鸡翅盛入盘中，淋上锅中剩余的粘稠汤汁。最后撒上白芝麻和小葱花，完成制作。,13,装盘,盘,
9f7d4afe5eccd67a,Recipe,芥末黄油罗氏虾,荤菜,中等,家常菜,,,1盘,酱汁提前调配好，黄油提前备好，防止中间备料耗时。 | 蒜蓉切记要等虾煎好后捞出再下，防止煎炒过久变黑，发苦。 | 如果不太能接受芥末就放少点，能接受就放多点，如果放多了，煮久一会儿，芥末味也会散去。,Dish/dinner and lunch/meat/芥末黄油罗氏虾.md,,,,,
2af159c677910d35,Ingredient,罗氏虾,,,,,,,,,,,,,
3b01ee5f4c43c55c,Ingredient,芥末,,,,,,,,,,,,,
a0f811163427b27d,Ingredient,料酒、朗姆酒或啤酒,,,,,,,,,,,,,
25b3242025557526,Ingredient,香菜,,,,,,,,,,,,,
0b2e754026eae1ff,CookingStep,芥末黄油罗氏虾-步骤1,,,,,,,,,将罗氏虾剪掉头尾尖刺、触须和脚，剪刀把虾身开背，去除虾线。,1,,剪刀,
a5dd4a908285b471,CookingStep,芥末黄油罗氏虾-步骤2,,,,,,,,,提前搅拌好芥末酱汁：酱油、蚝油、芥末、盐、糖，搅拌均匀。,2,搅拌,,
b405b93b90858656,CookingStep,芥末黄油罗氏虾-步骤3,,,,,,,,,洗好香菜，切段备用。,3,切,刀,
d2e2f7afb488a9b0,CookingStep,芥末黄油罗氏虾-步骤4,,,,,,,,,罗氏虾沥掉水，锅中加入油，直接放入罗氏虾，中火，外表煎至金黄，捞出。,4,煎,锅,
573a02eefbb58f59,CookingStep,芥末黄油罗氏虾-步骤5,,,,,,,,,下入蒜蓉，大火，利用煎虾剩下的油继续煎炒蒜蓉，等到锅中白雾冒出，蒜蓉已煎出香味，下虾和黄油，让虾吸收黄油香味。,5,炒,锅,
151bfddb723312be,CookingStep,芥末黄油罗氏虾-步骤6,,,,,,,,,下入调好的酱汁，继续大火煮沸，翻炒虾，至酱汁收汁，加入酒（料酒、啤酒放30g，朗姆酒放15g）。,6,"煮,炒",锅,
68962c1ccbc8c622,CookingStep,芥末黄油罗氏虾-步骤7,,,,,,,,,在等酱汁稍微收汁，加入香菜翻炒两下，即可出锅。,7,炒,锅,
8e46bd7b2500c596,Recipe,葱烧海参,荤菜,中等,家常菜,,,每份,操作时，需要注意观察锅中的水量，如快见底的时候就直接接入水淀粉即可。,Dish/dinner and lunch/meat/葱烧海参.md,,,,,
3629216b05c6eef9,Ingredient,海参,,,,,,,,,,,,,
48537d7a891faf7e,Ingredient,大葱葱白,,,,,,,,,,,,,
7f1151fe709523e8,CookingStep,葱烧海参-步骤1,,,,,,,,,葱白切成1cm的段，备用。,1,切,菜刀,
44d6189e3d1134af,CookingStep,葱烧海参-步骤2,,,,,,,,,海参切成1cm的段，备用。,2,切,菜刀,
b8ea251589045a17,CookingStep,葱烧海参-步骤3,,,,,,,,,准备一个空碗，倒入20g蚝油，10g生抽，2g白糖，搅拌均匀。,3,搅拌,碗,
8a028a093254721b,CookingStep,葱烧海参-步骤4,,,,,,,,,另一个空碗倒入淀粉，水，制备水淀粉，勾芡用。,4,搅拌,碗,
4326d131888dafb7,CookingStep,葱烧海参-步骤5,,,,,,,,,热锅，锅内放入20ml - 25ml食用油。等待10秒让油温升高。,5,热锅,锅,10秒
c1eba30d91d4335f,CookingStep,葱烧海参-步骤6,,,,,,,,,放入葱白，调小火，注意不要让葱白变焦。大概煎3-5分钟即可。,6,煎,锅,3-5分钟
0a97f90267d726ff,CookingStep,葱烧海参-步骤7,,,,,,,,,用筷子夹出葱白，放入盘中备用。,7,,"筷子,盘",
8cb6f754f0c0bb7b,CookingStep,葱烧海参-步骤8,,,,,,,,,倒入调好的料汁，炒香，等待1 - 2分钟。,8,炒,锅,1-2分钟
770dfa65c6776654,CookingStep,葱烧海参-步骤9,,,,,,,,,放入切好的海参，翻炒1分钟。,9,炒,锅,1分钟
c9aa066b305acae1,CookingStep,葱烧海参-步骤10,,,,,,,,,加入100 ml的水，中小火，等待5分钟。,10,烧,锅,5分钟
312a7be71516ce89,CookingStep,葱烧海参-步骤11,,,,,,,,,等待锅中汤汁快干的时候，加入水淀粉，加入前面取出的葱白。,11,勾芡,锅,
3ebc432ebf57f1c2,CookingStep,葱烧海参-步骤12,,,,,,,,,在外观呈粘稠状态后关火，盛盘。,12,,"锅,盘",
3c3d21fead9586f0,Recipe,西红柿炒鸡蛋,荤菜,简单,家常菜,,,1人份,向鸡蛋液中加入少量醋可以去除腥味，令鸡蛋更蓬松。 | 快速做法：直接在炒好半熟鸡蛋的锅中加入西红柿块，一起翻炒至软烂，再继续调味。 | 可根据口味偏好，将加盐改为加入两滴生抽。,Dish/dinner and lunch/meat/西红柿炒鸡蛋.md,,,,,
11612c8dd00945a4,Ingredient,西红柿,,,,,,,,,,,,,
264ea5f278a6b297,CookingStep,西红柿炒鸡蛋-步骤1,,,,,,,,,西红柿洗净。可选：去掉西红柿的外表皮（开水烫表皮，然后将西红柿放入冷水，剥去外皮）。西红柿去蒂，切成边长不超过4cm的小块，即为`西红柿块`。,1,切,菜刀,
96969e8167937855,CookingStep,西红柿炒鸡蛋-步骤2,,,,,,,,,将鸡蛋打入碗中，加入`1g * 份数`的盐，搅匀，即为`鸡蛋液`（可以考虑向鸡蛋中加入1ml醋，这可以去除腥味，令鸡蛋更蓬松）。,2,搅拌,碗,
a34a53fa2602d5a7,CookingStep,西红柿炒鸡蛋-步骤3,,,,,,,,,热锅，加入食用油。油热后，倒入`鸡蛋液`。翻炒至鸡蛋结为固体且颜色微微发黄，即为`半熟鸡蛋`。,3,炒,炒锅,
62c4d2e0e8446282,CookingStep,西红柿炒鸡蛋-步骤4,,,,,,,,,关火。将`半熟鸡蛋`盛盘，重新开火（注意：不要洗锅）。加入`西红柿块`，锅铲拍打并翻炒20秒，或至西红柿软烂。,4,炒,"炒锅,锅铲",20秒
88b9ecc04fb20e26,CookingStep,西红柿炒鸡蛋-步骤5,,,,,,,,,向锅中加入`半熟鸡蛋`，翻炒均匀（可以考虑加入10ml番茄酱和50ml清水，增加汤汁；可以额外加入一些其它熟肉和材料）。加入剩余的盐、糖（可选，如果倾向于甜味版本）、葱花（可选），翻炒均匀。关火，盛盘。,5,炒,"炒锅,锅铲",
341c1e25d75a4199,Recipe,辣椒炒肉,荤菜,中等,家常菜,,,1人份,辣椒只能选择青椒，螺丝椒为最优解，切勿选择其他品种辣椒！ | 本道菜需要一定料理基础，不推荐新手尝试。,Dish/dinner and lunch/meat/辣椒炒肉.md,,,,,
9288b88cddf3cdcd,Ingredient,猪瘦肉,,,,,,,,,,,,,
630f1d19fa08b336,Ingredient,豆豉,,,,,,,,,,,,,
f83a6a91795c22f2,CookingStep,辣椒炒肉-步骤1,,,,,,,,,将青椒洗净，去除青椒把以及青椒籽，再用滚刀手法切好备用。,1,,,
a0a9b0377287fdd5,CookingStep,辣椒炒肉-步骤2,,,,,,,,,大蒜用刀拍一下，再横切成蒜瓣，生姜切碎成姜末。,2,,刀,
ff9634f07878e177,CookingStep,辣椒炒肉-步骤3,,,,,,,,,将猪瘦肉切成肉片（顺着猪肉的纹理切，即刀和肉的纹理呈水平线，出来的肉片，纹路呈“川”字）。,3,,刀,
27ef45c4c334cdef,CookingStep,辣椒炒肉-步骤4,,,,,,,,,将切好的猪肉洗净，放入空碗，再加入计算好的生抽、蚝油、盐搅拌均匀，腌制10分钟。,4,腌制,碗,10分钟
4a2251bda98770c4,CookingStep,辣椒炒肉-步骤5,,,,,,,,,热锅，不用倒油，把切好的青椒放入锅中，大火干煸至虎皮状后，再加2g盐继续翻炒1分钟后捞起。,5,"干煸,炒",锅,1分钟
ac160a00b132b562,CookingStep,辣椒炒肉-步骤6,,,,,,,,,不用洗锅，大火热锅，加入份数 * 8ml油，等待30s，加入蒜瓣、姜末翻炒15s。,6,炒,锅,45秒
72baf82b6be102b9,CookingStep,辣椒炒肉-步骤7,,,,,,,,,加入腌制好的猪肉倒入锅内翻炒2分钟，再加入干煸过的青椒翻炒1分钟。,7,炒,锅,3分钟
2972d47206fbc4e3,CookingStep,辣椒炒肉-步骤8,,,,,,,,,根据个人口味喜好加入豆豉，最后加入酱油，继续翻炒30s。,8,炒,锅,30秒
9aae038aea46ea2d,CookingStep,辣椒炒肉-步骤9,,,,,,,,,出锅，盛盘。,9,,盘,
67707d0a25be00b7,Recipe,鸡蛋火腿炒黄瓜,荤菜,简单,家常菜,,,1人份,火腿是咸的，要在调味后才加入，这样不会让火腿也沾上盐。,Dish/dinner and lunch/meat/鸡蛋火腿炒黄瓜.md,,,,,
578b346583062740,Ingredient,黄瓜,,,,,,,,,,,,,
e602331369c3b698,Ingredient,火腿肠,,,,,,,,,,,,,
fe0e1e2432c9ad3c,Ingredient,红尖椒,,,,,,,,,,,,,
59f8ec5a2ad1164e,CookingStep,鸡蛋火腿炒黄瓜-步骤1,,,,,,,,,黄瓜洗净，切半圆形片，备用。火腿切半圆形片，备用。红尖椒（可选）切碎，备用。,1,切,菜刀,
e7b473c240280df4,CookingStep,鸡蛋火腿炒黄瓜-步骤2,,,,,,,,,将鸡蛋打入碗中，搅匀，即为鸡蛋液。,2,,碗,
9cf09a9e037999b8,CookingStep,鸡蛋火腿炒黄瓜-步骤3,,,,,,,,,热锅里倒5ml食用油。油热后转小火，倒入打散的鸡蛋液，用筷子划散，翻炒至鸡蛋结为固体且颜色微微发黄，即为半熟鸡蛋，盛出备用。,3,炒,炒锅,
d7bd416e5f02c434,CookingStep,鸡蛋火腿炒黄瓜-步骤4,,,,,,,,,不用洗锅，往锅内倒入5ml食用油，倒入黄瓜片大火翻炒1分钟。,4,炒,炒锅,1分钟
e947fbda0fbf7163,CookingStep,鸡蛋火腿炒黄瓜-步骤5,,,,,,,,,把半熟鸡蛋倒入锅中，调入2g盐、3ml生抽，立刻倒入火腿片和辣椒碎（可选）翻炒均匀。,5,炒,炒锅,
d269f680284344e2,CookingStep,鸡蛋火腿炒黄瓜-步骤6,,,,,,,,,关火，盛盘。,6,,,
ac1a17871b1eae0f,Recipe,黄焖鸡,荤菜,中等,家常菜,,,,干香菇最佳，泡发后留香菇水备用，可使风味更佳。 | 炒糖色有一定难度，新手可跳过此步，在炒鸡肉时直接使用老抽替代上色。 | 汤汁不要收得太干。,Dish/dinner and lunch/meat/黄焖鸡.md,,,,,
4e39181987e113f7,Ingredient,鸡腿,,,,,,,,,,,,,
4c70d9b531a51882,Ingredient,香菇,,,,,,,,,,,,,
708e1f24fd88cd89,Ingredient,生姜片,,,,,,,,,,,,,
90e30825c05a7213,Ingredient,味精,,,,,,,,,,,,,
c4c861a331203d3a,Ingredient,土豆,,,,,,,,,,,,,
491fd61472f221e0,CookingStep,黄焖鸡-步骤1,,,,,,,,,鸡腿洗净，剁成4cm大小的块。生姜切片、干辣椒切成小圈。香菇切片，青椒切成细长的马蹄状，若为干香菇，洗净灰尘后泡一晚上并留香菇水备用。若有土豆，切为与鸡肉大小类似的滚刀块。,1,切,刀,
38e6b905737b2857,CookingStep,黄焖鸡-步骤2,,,,,,,,,锅里倒入底油，冷油时放入白糖。小火慢慢加热，待油温逐渐升高，白糖开始融化并变成较深的棕色（期间要不断搅拌，防止糊锅）。,2,炒,锅,
1db5d273b3ab7760,CookingStep,黄焖鸡-步骤3,,,,,,,,,迅速倒入鸡块，转大火，快速翻炒！烹入料酒，继续翻炒片刻。将生姜片和干辣椒倒入。放入酱油，炒匀。,3,炒,锅,
551d37cdc6cf1c77,CookingStep,黄焖鸡-步骤4,,,,,,,,,倒入香菇水或清水，以能淹住鸡肉为准。倒入香菇片，白胡椒粉，盐，土豆。翻炒均匀后，盖上锅盖焖煮，转中小火15——20分钟，有条件可以转至砂锅。,4,焖煮,"锅,锅盖,砂锅",15-20分钟
ca92db7265d13a42,CookingStep,黄焖鸡-步骤5,,,,,,,,,待鸡肉软烂，汤汁浓稠后（汤汁不要收的太干），最后放入青椒。放入味精，兜炒均匀后，关火！青椒基本断生即可，不要炒时间久了。,5,炒,锅,
c5bb059702549bf3,Recipe,排骨苦瓜汤,汤品,困难,家常菜,,,4人份,可以使用其他带有鲜味的食材代替虾皮，如瑶柱。 | 在120分钟之后可以捞出一块肉进行品尝，若肉可以较为轻松的从骨头上分离即可关火。,Dish/dinner and lunch/soup/排骨苦瓜汤.md,,,,,
8868bc192a5fd0d8,Ingredient,排骨,,,,,,,,,,,,,
ffcf88d043d63ac4,Ingredient,苦瓜,,,,,,,,,,,,,
63a0d86fabf575cc,Ingredient,虾皮,,,,,,,,,,,,,
24c26dc5ebca9d8c,Ingredient,白胡椒,,,,,,,,,,,,,
8099ad41821c039c,CookingStep,排骨苦瓜汤-步骤1,,,,,,,,,排骨洗净，切到约4cm的小块。,1,切,菜刀,
4ce604cfa13790ae,CookingStep,排骨苦瓜汤-步骤2,,,,,,,,,炒锅倒入冷水700ml和排骨一起加热至煮沸，关火捞出排骨。,2,焯水,炒锅,
34799a733222a722,CookingStep,排骨苦瓜汤-步骤3,,,,,,,,,苦瓜中间切为两半，清除干净内部的种子和苦瓜瓤，切为0.5cm的苦瓜条，洗净。,3,切,菜刀,
0056907f94360d80,CookingStep,排骨苦瓜汤-步骤4,,,,,,,,,汤锅倒入水1100ml和排骨，大火。等待水沸腾后将苦瓜和虾皮下锅转小火，等待120~240分钟。,4,炖,汤锅,120-240分钟
4ec081bb3f1bf90d,CookingStep,排骨苦瓜汤-步骤5,,,,,,,,,出锅时加盐和白胡椒，推荐量为每250ml 0.3到0.6g盐，0.1到0.5g白胡椒。,5,调味,,
e030434706fd3aea,RecipeCategory,汤品,,,,,,,,,,,,,
10cf45e70b7fe3eb,Recipe,玉米排骨汤,汤品,中等,家常菜,,,,排骨焯水时凉水下锅，能更好地去除血沫和腥味。 | 煸炒排骨时放入醋，可以加速肉质软烂。 | 炖汤时开水要一次加足，中途不要加水。,Dish/dinner and lunch/soup/玉米排骨汤.md,,,,,
fd13e5881d4211a1,Ingredient,胡萝卜,,,,,,,,,,,,,
fd0c9db7a6a22d61,Ingredient,大葱,,,,,,,,,,,,,
a70f44387974ed9e,Ingredient,黑胡椒粉,,,,,,,,,,,,,
eb1264a1ee4ec1e3,CookingStep,玉米排骨汤-步骤1,,,,,,,,,大葱切成3-4cm的大段，用刀背拍一下。玉米剁成小块。胡萝卜切成滚刀块。生姜去皮切大片。新鲜的排骨砍成小块。,1,切,刀,
5aa3aa853cfc155a,CookingStep,玉米排骨汤-步骤2,,,,,,,,,排骨凉水下锅，放入大葱、生姜、料酒开始焯水，大火烧开，撇去浮沫，捞出排骨，沥干水分。,2,焯水,锅,
360fa77fff98bd19,CookingStep,玉米排骨汤-步骤3,,,,,,,,,热锅凉油，切大片的生姜和排骨一起下锅煸炒，待排骨表面微微焦黄，放入醋（可加速肉质软烂），继续煸炒一分钟。,3,煸炒,锅,1分钟
ce9f7b34887d10c6,CookingStep,玉米排骨汤-步骤4,,,,,,,,,冲入开水，一次给足，之后就不要再加了，大火烧开。,4,烧,锅,
424110f5eca66fa7,CookingStep,玉米排骨汤-步骤5,,,,,,,,,先下入玉米，放入胡椒粉，盖盖小火炖二十分钟，然后放入胡萝卜，盖盖继续小火炖四十分钟。,5,炖,"砂锅,锅",60分钟
6b3ee253c20e7763,CookingStep,玉米排骨汤-步骤6,,,,,,,,,出锅前三分钟，除了盐什么都不用放，最后撒上一把小葱花即可。,6,调味,,3分钟
8e0c85939ec53b4c,Recipe,紫菜蛋花汤,汤品,简单,家常菜,,,1人份,水开后，将火关小，将打好的蛋液围绕中间沸腾的水倒入。为了使蛋花比较嫩，锅盖盖上熄灭火等半分钟后再打开。 | 如果喜欢浓稠口感，可加入2g淀粉。,Dish/dinner and lunch/soup/紫菜蛋花汤.md,,,,,
702e1865287050f9,Ingredient,紫菜,,,,,,,,,,,,,
fb76ded324b3c952,Ingredient,虾仁,,,,,,,,,,,,,
61d72977e7d9e184,CookingStep,紫菜蛋花汤-步骤1,,,,,,,,,干紫菜用清水泡15分钟，捞起沥干水份备用。,1,浸泡,,15分钟
8d16e33bde074bbf,CookingStep,紫菜蛋花汤-步骤2,,,,,,,,,热锅，倒入1.5升清水、5ml油、2g盐。待水开后放入紫菜。,2,煮,锅,
6c60a6a60c470553,CookingStep,紫菜蛋花汤-步骤3,,,,,,,,,紫菜烧开后3分钟，将打好的蛋液徐徐倒入锅内，30秒既可起锅。,3,煮,锅,3分30秒
dd6480e2b760788a,CookingStep,紫菜蛋花汤-步骤4,,,,,,,,,撒上葱花，转小火20秒。,4,煮,锅,20秒
564a8d42f85092f0,CookingStep,紫菜蛋花汤-步骤5,,,,,,,,,关火，出锅前放入几滴香油，也有的会放入一点虾皮，味道也不错。,5,,,
231d29d4ab20abb3,Recipe,羊肉汤,汤品,中等,家常菜,,,,加入开水时，注意要开大火，使油脂与汤汁更好的融合。,Dish/dinner and lunch/soup/羊肉汤.md,,,,,
50ccd5256717699b,Ingredient,羊肉,,,,,,,,,,,,,
5c892ba5ba5ddd13,Ingredient,孜然粉,,,,,,,,,,,,,
ecd933fa92ebaa43,CookingStep,羊肉汤-步骤1,,,,,,,,,羊肉切成长5cm宽0.5cm的块。大葱切成小段。,1,切,菜刀,
51b97ccdfecb4300,CookingStep,羊肉汤-步骤2,,,,,,,,,羊肉放入锅中，加入1000ml常温水，加入料酒、大葱。煮沸2分钟后，捞出羊肉，使用常温水洗净，沥干水分。,2,焯水,锅,2分钟
0a8abf3a2a469aa6,CookingStep,羊肉汤-步骤3,,,,,,,,,热锅加入食用油，加入羊肉，翻炒2分钟至羊肉表面微黄。,3,炒,锅,2分钟
828139362ff71453,CookingStep,羊肉汤-步骤4,,,,,,,,,加入开水，开到大火档位。5分钟后，加入白胡椒粉、盐，继续煮沸5分钟。,4,煮,锅,10分钟
73879902023c0251,CookingStep,羊肉汤-步骤5,,,,,,,,,出锅之后，加入香菜、孜然粉，搅拌均匀。,5,搅拌,,
66a094b270e52b80,Recipe,菌菇炖乳鸽,汤品,困难,家常菜,,,2人份,焯水时间不宜过长，水开即可捞出，以免营养流失。 | 根据使用的工具（高压锅或瓦罐）调整炖煮时间。,Dish/dinner and lunch/soup/菌菇炖乳鸽.md,,,,,
0890ceb4dfc72463,Ingredient,乳鸽,,,,,,,,,,,,,
ece4e56397856e18,Ingredient,菌菇,,,,,,,,,,,,,
9985bde4659f8be0,CookingStep,菌菇炖乳鸽-步骤1,,,,,,,,,冷水洗干净热心摊主处理好的乳鸽。,1,清洗,,
16da71db190301ba,CookingStep,菌菇炖乳鸽-步骤2,,,,,,,,,冷水锅中放入洗干净的乳鸽，加入15ml料酒与姜，水煮开即可捞出乳鸽，要不然会丢失营养。,2,焯水,锅,
1173125ddf1fbad2,CookingStep,菌菇炖乳鸽-步骤3,,,,,,,,,把乳鸽放到高压锅或者瓦罐中、倒入的水要没过乳鸽，放入生姜20g，玉米200g、菌菇100g。注意：高压锅30分钟，瓦罐需在水烧开后转小火慢炖40-60分钟。,3,炖,"高压锅,瓦罐",30-60分钟
f0f8401b34613b1c,CookingStep,菌菇炖乳鸽-步骤4,,,,,,,,,时间到了，盛到碗中，加入3~5g盐即可。,4,调味,,
edea0ef34af44d12,Recipe,凉拌金针菇,素菜,简单,家常菜,,,1人份,金针菇焯水时间不宜过长，以免影响口感。 | 酱汁的比例可以根据个人口味喜好进行调整。 | 如果不喜欢吃辣，可以省略辣椒油。,Dish/dinner and lunch/vegetable/凉拌金针菇.md,,,,,
bb154589aa0ece72,Ingredient,金针菇,,,,,,,,,,,,,
6062648b34c8fd88,Ingredient,香油,,,,,,,,,,,,,
02cd318784d9a45a,Ingredient,辣椒油,,,,,,,,,,,,,
326782839c2b3177,CookingStep,凉拌金针菇-步骤1,,,,,,,,,将金针菇根部切除，用清水冲洗干净，备用。,1,,,
